"id","pred"
"2013_1207_1433",0.636
"2013_1207_1434",0.77
"2013_1207_1437",0.758
"2013_1207_1443",0.75
"2013_1207_1455",0.702
"2013_1207_1458",0.704
"2013_1211_1217",0.894
"2013_1211_1228",0.938
"2013_1211_1231",0.728
"2013_1211_1233",0.9
"2013_1211_1235",0.906
"2013_1211_1241",0.884
"2013_1211_1242",0.656
"2013_1211_1243",0.78
"2013_1211_1247",0.942
"2013_1211_1251",0.906
"2013_1211_1254",0.896
"2013_1211_1257",0.536
"2013_1211_1266",0.796
"2013_1211_1272",0.714
"2013_1211_1274",0.786
"2013_1211_1276",0.694
"2013_1211_1277",0.768
"2013_1211_1278",0.916
"2013_1211_1279",0.928
"2013_1211_1281",0.914
"2013_1211_1285",0.88
"2013_1211_1292",0.838
"2013_1211_1299",0.936
"2013_1211_1301",0.908
"2013_1211_1307",0.642
"2013_1211_1308",0.942
"2013_1211_1314",0.94
"2013_1211_1322",0.976
"2013_1211_1323",0.924
"2013_1211_1326",0.8
"2013_1211_1328",0.942
"2013_1211_1329",0.934
"2013_1211_1332",0.946
"2013_1211_1334",0.926
"2013_1211_1338",0.864
"2013_1211_1355",0.932
"2013_1211_1361",0.958
"2013_1211_1380",0.956
"2013_1211_1387",0.806
"2013_1211_1388",0.828
"2013_1211_1393",0.874
"2013_1211_1396",0.96
"2013_1211_1417",0.926
"2013_1211_1424",0.924
"2013_1211_1433",0.874
"2013_1211_1434",0.888
"2013_1211_1437",0.924
"2013_1211_1443",0.952
"2013_1211_1455",0.898
"2013_1211_1458",0.912
"2013_1217_1228",0.442
"2013_1217_1231",0.188
"2013_1217_1233",0.502
"2013_1217_1235",0.384
"2013_1217_1241",0.44
"2013_1217_1242",0.19
"2013_1217_1243",0.164
"2013_1217_1247",0.472
"2013_1217_1251",0.372
"2013_1217_1254",0.428
"2013_1217_1257",0.128
"2013_1217_1266",0.226
"2013_1217_1272",0.282
"2013_1217_1274",0.206
"2013_1217_1276",0.288
"2013_1217_1277",0.254
"2013_1217_1278",0.38
"2013_1217_1279",0.476
"2013_1217_1281",0.374
"2013_1217_1285",0.454
"2013_1217_1292",0.348
"2013_1217_1299",0.32
"2013_1217_1301",0.392
"2013_1217_1307",0.18
"2013_1217_1308",0.36
"2013_1217_1314",0.452
"2013_1217_1322",0.384
"2013_1217_1323",0.484
"2013_1217_1326",0.164
"2013_1217_1328",0.41
"2013_1217_1329",0.382
"2013_1217_1332",0.348
"2013_1217_1334",0.378
"2013_1217_1338",0.372
"2013_1217_1355",0.478
"2013_1217_1361",0.54
"2013_1217_1380",0.418
"2013_1217_1387",0.204
"2013_1217_1388",0.282
"2013_1217_1393",0.192
"2013_1217_1396",0.43
"2013_1217_1417",0.554
"2013_1217_1424",0.332
"2013_1217_1433",0.26
"2013_1217_1434",0.48
"2013_1217_1437",0.398
"2013_1217_1443",0.338
"2013_1217_1455",0.288
"2013_1217_1458",0.46
"2013_1228_1231",0.38
"2013_1228_1233",0.504
"2013_1228_1235",0.394
"2013_1228_1241",0.596
"2013_1228_1242",0.426
"2013_1228_1243",0.254
"2013_1228_1247",0.34
"2013_1228_1251",0.454
"2013_1228_1254",0.666
"2013_1228_1257",0.25
"2013_1228_1266",0.37
"2013_1228_1272",0.52
"2013_1228_1274",0.156
"2013_1228_1276",0.292
"2013_1228_1277",0.4
"2013_1228_1278",0.52
"2013_1228_1279",0.324
"2013_1228_1281",0.464
"2013_1228_1285",0.52
"2013_1228_1292",0.52
"2013_1228_1299",0.47
"2013_1228_1301",0.406
"2013_1228_1307",0.298
"2013_1228_1308",0.564
"2013_1228_1314",0.328
"2013_1228_1322",0.498
"2013_1228_1323",0.39
"2013_1228_1326",0.176
"2013_1228_1328",0.376
"2013_1228_1329",0.352
"2013_1228_1332",0.408
"2013_1228_1334",0.46
"2013_1228_1338",0.398
"2013_1228_1355",0.356
"2013_1228_1361",0.344
"2013_1228_1380",0.418
"2013_1228_1387",0.258
"2013_1228_1388",0.44
"2013_1228_1393",0.242
"2013_1228_1396",0.298
"2013_1228_1417",0.388
"2013_1228_1424",0.362
"2013_1228_1433",0.27
"2013_1228_1434",0.554
"2013_1228_1437",0.594
"2013_1228_1443",0.526
"2013_1228_1455",0.312
"2013_1228_1458",0.448
"2013_1231_1233",0.804
"2013_1231_1235",0.822
"2013_1231_1241",0.752
"2013_1231_1242",0.578
"2013_1231_1243",0.652
"2013_1231_1247",0.832
"2013_1231_1251",0.788
"2013_1231_1254",0.796
"2013_1231_1257",0.406
"2013_1231_1266",0.698
"2013_1231_1272",0.616
"2013_1231_1274",0.688
"2013_1231_1276",0.544
"2013_1231_1277",0.704
"2013_1231_1278",0.874
"2013_1231_1279",0.844
"2013_1231_1281",0.81
"2013_1231_1285",0.82
"2013_1231_1292",0.77
"2013_1231_1299",0.842
"2013_1231_1301",0.834
"2013_1231_1307",0.49
"2013_1231_1308",0.912
"2013_1231_1314",0.876
"2013_1231_1322",0.918
"2013_1231_1323",0.812
"2013_1231_1326",0.692
"2013_1231_1328",0.834
"2013_1231_1329",0.81
"2013_1231_1332",0.898
"2013_1231_1334",0.804
"2013_1231_1338",0.778
"2013_1231_1355",0.826
"2013_1231_1361",0.848
"2013_1231_1380",0.824
"2013_1231_1387",0.704
"2013_1231_1388",0.702
"2013_1231_1393",0.726
"2013_1231_1396",0.902
"2013_1231_1417",0.824
"2013_1231_1424",0.842
"2013_1231_1433",0.742
"2013_1231_1434",0.856
"2013_1231_1437",0.852
"2013_1231_1443",0.864
"2013_1231_1455",0.82
"2013_1231_1458",0.79
"2013_1233_1235",0.37
"2013_1233_1241",0.596
"2013_1233_1242",0.26
"2013_1233_1243",0.166
"2013_1233_1247",0.408
"2013_1233_1251",0.456
"2013_1233_1254",0.618
"2013_1233_1257",0.158
"2013_1233_1266",0.276
"2013_1233_1272",0.402
"2013_1233_1274",0.136
"2013_1233_1276",0.21
"2013_1233_1277",0.282
"2013_1233_1278",0.454
"2013_1233_1279",0.422
"2013_1233_1281",0.382
"2013_1233_1285",0.486
"2013_1233_1292",0.458
"2013_1233_1299",0.412
"2013_1233_1301",0.352
"2013_1233_1307",0.186
"2013_1233_1308",0.51
"2013_1233_1314",0.374
"2013_1233_1322",0.458
"2013_1233_1323",0.386
"2013_1233_1326",0.116
"2013_1233_1328",0.398
"2013_1233_1329",0.308
"2013_1233_1332",0.37
"2013_1233_1334",0.468
"2013_1233_1338",0.344
"2013_1233_1355",0.404
"2013_1233_1361",0.43
"2013_1233_1380",0.45
"2013_1233_1387",0.16
"2013_1233_1388",0.352
"2013_1233_1393",0.16
"2013_1233_1396",0.346
"2013_1233_1417",0.454
"2013_1233_1424",0.302
"2013_1233_1433",0.192
"2013_1233_1434",0.534
"2013_1233_1437",0.526
"2013_1233_1443",0.464
"2013_1233_1455",0.266
"2013_1233_1458",0.468
"2013_1235_1241",0.558
"2013_1235_1242",0.26
"2013_1235_1243",0.164
"2013_1235_1247",0.464
"2013_1235_1251",0.44
"2013_1235_1254",0.562
"2013_1235_1257",0.102
"2013_1235_1266",0.244
"2013_1235_1272",0.388
"2013_1235_1274",0.234
"2013_1235_1276",0.348
"2013_1235_1277",0.338
"2013_1235_1278",0.442
"2013_1235_1279",0.46
"2013_1235_1281",0.384
"2013_1235_1285",0.496
"2013_1235_1292",0.404
"2013_1235_1299",0.428
"2013_1235_1301",0.466
"2013_1235_1307",0.21
"2013_1235_1308",0.468
"2013_1235_1314",0.43
"2013_1235_1322",0.464
"2013_1235_1323",0.722
"2013_1235_1326",0.1
"2013_1235_1328",0.434
"2013_1235_1329",0.422
"2013_1235_1332",0.342
"2013_1235_1334",0.488
"2013_1235_1338",0.366
"2013_1235_1355",0.488
"2013_1235_1361",0.486
"2013_1235_1380",0.46
"2013_1235_1387",0.22
"2013_1235_1388",0.328
"2013_1235_1393",0.17
"2013_1235_1396",0.376
"2013_1235_1417",0.538
"2013_1235_1424",0.366
"2013_1235_1433",0.274
"2013_1235_1434",0.536
"2013_1235_1437",0.484
"2013_1235_1443",0.454
"2013_1235_1455",0.238
"2013_1235_1458",0.508
"2013_1241_1242",0.334
"2013_1241_1243",0.25
"2013_1241_1247",0.442
"2013_1241_1251",0.512
"2013_1241_1254",0.794
"2013_1241_1257",0.234
"2013_1241_1266",0.342
"2013_1241_1272",0.482
"2013_1241_1274",0.202
"2013_1241_1276",0.272
"2013_1241_1277",0.36
"2013_1241_1278",0.534
"2013_1241_1279",0.478
"2013_1241_1281",0.508
"2013_1241_1285",0.566
"2013_1241_1292",0.512
"2013_1241_1299",0.464
"2013_1241_1301",0.472
"2013_1241_1307",0.252
"2013_1241_1308",0.572
"2013_1241_1314",0.446
"2013_1241_1322",0.538
"2013_1241_1323",0.422
"2013_1241_1326",0.196
"2013_1241_1328",0.432
"2013_1241_1329",0.398
"2013_1241_1332",0.466
"2013_1241_1334",0.52
"2013_1241_1338",0.48
"2013_1241_1355",0.458
"2013_1241_1361",0.45
"2013_1241_1380",0.49
"2013_1241_1387",0.238
"2013_1241_1388",0.458
"2013_1241_1393",0.26
"2013_1241_1396",0.408
"2013_1241_1417",0.484
"2013_1241_1424",0.412
"2013_1241_1433",0.286
"2013_1241_1434",0.616
"2013_1241_1437",0.576
"2013_1241_1443",0.552
"2013_1241_1455",0.39
"2013_1241_1458",0.478
"2013_1242_1243",0.75
"2013_1242_1247",0.906
"2013_1242_1251",0.878
"2013_1242_1254",0.876
"2013_1242_1257",0.496
"2013_1242_1266",0.776
"2013_1242_1272",0.726
"2013_1242_1274",0.778
"2013_1242_1276",0.666
"2013_1242_1277",0.752
"2013_1242_1278",0.922
"2013_1242_1279",0.892
"2013_1242_1281",0.912
"2013_1242_1285",0.868
"2013_1242_1292",0.858
"2013_1242_1299",0.93
"2013_1242_1301",0.898
"2013_1242_1307",0.594
"2013_1242_1308",0.948
"2013_1242_1314",0.95
"2013_1242_1322",0.966
"2013_1242_1323",0.906
"2013_1242_1326",0.764
"2013_1242_1328",0.912
"2013_1242_1329",0.88
"2013_1242_1332",0.936
"2013_1242_1334",0.886
"2013_1242_1338",0.858
"2013_1242_1355",0.9
"2013_1242_1361",0.918
"2013_1242_1380",0.912
"2013_1242_1387",0.778
"2013_1242_1388",0.836
"2013_1242_1393",0.828
"2013_1242_1396",0.944
"2013_1242_1417",0.898
"2013_1242_1424",0.912
"2013_1242_1433",0.848
"2013_1242_1434",0.888
"2013_1242_1437",0.93
"2013_1242_1443",0.968
"2013_1242_1455",0.908
"2013_1242_1458",0.886
"2013_1243_1247",0.704
"2013_1243_1251",0.686
"2013_1243_1254",0.738
"2013_1243_1257",0.372
"2013_1243_1266",0.64
"2013_1243_1272",0.614
"2013_1243_1274",0.624
"2013_1243_1276",0.484
"2013_1243_1277",0.654
"2013_1243_1278",0.78
"2013_1243_1279",0.722
"2013_1243_1281",0.728
"2013_1243_1285",0.756
"2013_1243_1292",0.714
"2013_1243_1299",0.738
"2013_1243_1301",0.734
"2013_1243_1307",0.498
"2013_1243_1308",0.834
"2013_1243_1314",0.762
"2013_1243_1322",0.858
"2013_1243_1323",0.704
"2013_1243_1326",0.606
"2013_1243_1328",0.712
"2013_1243_1329",0.706
"2013_1243_1332",0.754
"2013_1243_1334",0.722
"2013_1243_1338",0.662
"2013_1243_1355",0.71
"2013_1243_1361",0.734
"2013_1243_1380",0.738
"2013_1243_1387",0.656
"2013_1243_1388",0.656
"2013_1243_1393",0.6
"2013_1243_1396",0.746
"2013_1243_1417",0.752
"2013_1243_1424",0.74
"2013_1243_1433",0.638
"2013_1243_1434",0.77
"2013_1243_1437",0.782
"2013_1243_1443",0.762
"2013_1243_1455",0.68
"2013_1243_1458",0.722
"2013_1247_1251",0.432
"2013_1247_1254",0.53
"2013_1247_1257",0.184
"2013_1247_1266",0.18
"2013_1247_1272",0.366
"2013_1247_1274",0.284
"2013_1247_1276",0.312
"2013_1247_1277",0.256
"2013_1247_1278",0.416
"2013_1247_1279",0.732
"2013_1247_1281",0.34
"2013_1247_1285",0.496
"2013_1247_1292",0.436
"2013_1247_1299",0.378
"2013_1247_1301",0.344
"2013_1247_1307",0.262
"2013_1247_1308",0.442
"2013_1247_1314",0.506
"2013_1247_1322",0.484
"2013_1247_1323",0.412
"2013_1247_1326",0.256
"2013_1247_1328",0.396
"2013_1247_1329",0.35
"2013_1247_1332",0.3
"2013_1247_1334",0.438
"2013_1247_1338",0.288
"2013_1247_1355",0.45
"2013_1247_1361",0.478
"2013_1247_1380",0.488
"2013_1247_1387",0.25
"2013_1247_1388",0.32
"2013_1247_1393",0.152
"2013_1247_1396",0.47
"2013_1247_1417",0.602
"2013_1247_1424",0.298
"2013_1247_1433",0.318
"2013_1247_1434",0.534
"2013_1247_1437",0.452
"2013_1247_1443",0.408
"2013_1247_1455",0.144
"2013_1247_1458",0.526
"2013_1251_1254",0.468
"2013_1251_1257",0.144
"2013_1251_1266",0.22
"2013_1251_1272",0.332
"2013_1251_1274",0.208
"2013_1251_1276",0.324
"2013_1251_1277",0.262
"2013_1251_1278",0.282
"2013_1251_1279",0.43
"2013_1251_1281",0.35
"2013_1251_1285",0.42
"2013_1251_1292",0.36
"2013_1251_1299",0.116
"2013_1251_1301",0.37
"2013_1251_1307",0.196
"2013_1251_1308",0.274
"2013_1251_1314",0.388
"2013_1251_1322",0.28
"2013_1251_1323",0.376
"2013_1251_1326",0.192
"2013_1251_1328",0.284
"2013_1251_1329",0.334
"2013_1251_1332",0.272
"2013_1251_1334",0.312
"2013_1251_1338",0.34
"2013_1251_1355",0.4
"2013_1251_1361",0.354
"2013_1251_1380",0.308
"2013_1251_1387",0.206
"2013_1251_1388",0.316
"2013_1251_1393",0.17
"2013_1251_1396",0.34
"2013_1251_1417",0.498
"2013_1251_1424",0.292
"2013_1251_1433",0.274
"2013_1251_1434",0.454
"2013_1251_1437",0.274
"2013_1251_1443",0.212
"2013_1251_1455",0.234
"2013_1251_1458",0.432
"2013_1254_1257",0.122
"2013_1254_1266",0.224
"2013_1254_1272",0.294
"2013_1254_1274",0.24
"2013_1254_1276",0.348
"2013_1254_1277",0.276
"2013_1254_1278",0.416
"2013_1254_1279",0.504
"2013_1254_1281",0.418
"2013_1254_1285",0.468
"2013_1254_1292",0.346
"2013_1254_1299",0.346
"2013_1254_1301",0.432
"2013_1254_1307",0.194
"2013_1254_1308",0.4
"2013_1254_1314",0.468
"2013_1254_1322",0.434
"2013_1254_1323",0.532
"2013_1254_1326",0.186
"2013_1254_1328",0.476
"2013_1254_1329",0.406
"2013_1254_1332",0.364
"2013_1254_1334",0.434
"2013_1254_1338",0.366
"2013_1254_1355",0.496
"2013_1254_1361",0.59
"2013_1254_1380",0.456
"2013_1254_1387",0.21
"2013_1254_1388",0.306
"2013_1254_1393",0.2
"2013_1254_1396",0.466
"2013_1254_1417",0.578
"2013_1254_1424",0.374
"2013_1254_1433",0.262
"2013_1254_1434",0.47
"2013_1254_1437",0.43
"2013_1254_1443",0.384
"2013_1254_1455",0.286
"2013_1254_1458",0.502
"2013_1257_1266",0.81
"2013_1257_1272",0.77
"2013_1257_1274",0.81
"2013_1257_1276",0.828
"2013_1257_1277",0.816
"2013_1257_1278",0.904
"2013_1257_1279",0.92
"2013_1257_1281",0.896
"2013_1257_1285",0.884
"2013_1257_1292",0.874
"2013_1257_1299",0.902
"2013_1257_1301",0.89
"2013_1257_1307",0.646
"2013_1257_1308",0.946
"2013_1257_1314",0.926
"2013_1257_1322",0.942
"2013_1257_1323",0.902
"2013_1257_1326",0.812
"2013_1257_1328",0.884
"2013_1257_1329",0.894
"2013_1257_1332",0.968
"2013_1257_1334",0.856
"2013_1257_1338",0.876
"2013_1257_1355",0.872
"2013_1257_1361",0.894
"2013_1257_1380",0.882
"2013_1257_1387",0.838
"2013_1257_1388",0.866
"2013_1257_1393",0.854
"2013_1257_1396",0.928
"2013_1257_1417",0.92
"2013_1257_1424",0.928
"2013_1257_1433",0.87
"2013_1257_1434",0.902
"2013_1257_1437",0.922
"2013_1257_1443",0.94
"2013_1257_1455",0.954
"2013_1257_1458",0.9
"2013_1266_1272",0.592
"2013_1266_1274",0.732
"2013_1266_1276",0.562
"2013_1266_1277",0.476
"2013_1266_1278",0.524
"2013_1266_1279",0.64
"2013_1266_1281",0.418
"2013_1266_1285",0.658
"2013_1266_1292",0.644
"2013_1266_1299",0.57
"2013_1266_1301",0.5
"2013_1266_1307",0.504
"2013_1266_1308",0.572
"2013_1266_1314",0.552
"2013_1266_1322",0.61
"2013_1266_1323",0.62
"2013_1266_1326",0.554
"2013_1266_1328",0.576
"2013_1266_1329",0.516
"2013_1266_1332",0.504
"2013_1266_1334",0.536
"2013_1266_1338",0.43
"2013_1266_1355",0.57
"2013_1266_1361",0.616
"2013_1266_1380",0.574
"2013_1266_1387",0.572
"2013_1266_1388",0.532
"2013_1266_1393",0.164
"2013_1266_1396",0.534
"2013_1266_1417",0.622
"2013_1266_1424",0.464
"2013_1266_1433",0.518
"2013_1266_1434",0.716
"2013_1266_1437",0.596
"2013_1266_1443",0.558
"2013_1266_1455",0.442
"2013_1266_1458",0.494
"2013_1272_1274",0.558
"2013_1272_1276",0.53
"2013_1272_1277",0.33
"2013_1272_1278",0.782
"2013_1272_1279",0.728
"2013_1272_1281",0.726
"2013_1272_1285",0.726
"2013_1272_1292",0.69
"2013_1272_1299",0.754
"2013_1272_1301",0.706
"2013_1272_1307",0.488
"2013_1272_1308",0.77
"2013_1272_1314",0.718
"2013_1272_1322",0.776
"2013_1272_1323",0.678
"2013_1272_1326",0.542
"2013_1272_1328",0.708
"2013_1272_1329",0.66
"2013_1272_1332",0.73
"2013_1272_1334",0.692
"2013_1272_1338",0.698
"2013_1272_1355",0.734
"2013_1272_1361",0.744
"2013_1272_1380",0.738
"2013_1272_1387",0.584
"2013_1272_1388",0.808
"2013_1272_1393",0.608
"2013_1272_1396",0.734
"2013_1272_1417",0.708
"2013_1272_1424",0.632
"2013_1272_1433",0.658
"2013_1272_1434",0.71
"2013_1272_1437",0.764
"2013_1272_1443",0.782
"2013_1272_1455",0.686
"2013_1272_1458",0.646
"2013_1274_1276",0.54
"2013_1274_1277",0.854
"2013_1274_1278",0.888
"2013_1274_1279",0.856
"2013_1274_1281",0.856
"2013_1274_1285",0.836
"2013_1274_1292",0.84
"2013_1274_1299",0.862
"2013_1274_1301",0.824
"2013_1274_1307",0.616
"2013_1274_1308",0.928
"2013_1274_1314",0.896
"2013_1274_1322",0.948
"2013_1274_1323",0.862
"2013_1274_1326",0.766
"2013_1274_1328",0.858
"2013_1274_1329",0.884
"2013_1274_1332",0.92
"2013_1274_1334",0.906
"2013_1274_1338",0.834
"2013_1274_1355",0.882
"2013_1274_1361",0.876
"2013_1274_1380",0.898
"2013_1274_1387",0.822
"2013_1274_1388",0.768
"2013_1274_1393",0.82
"2013_1274_1396",0.888
"2013_1274_1417",0.868
"2013_1274_1424",0.918
"2013_1274_1433",0.83
"2013_1274_1434",0.84
"2013_1274_1437",0.872
"2013_1274_1443",0.888
"2013_1274_1455",0.858
"2013_1274_1458",0.87
"2013_1276_1277",0.85
"2013_1276_1278",0.86
"2013_1276_1279",0.898
"2013_1276_1281",0.902
"2013_1276_1285",0.852
"2013_1276_1292",0.84
"2013_1276_1299",0.854
"2013_1276_1301",0.818
"2013_1276_1307",0.632
"2013_1276_1308",0.922
"2013_1276_1314",0.906
"2013_1276_1322",0.93
"2013_1276_1323",0.864
"2013_1276_1326",0.788
"2013_1276_1328",0.826
"2013_1276_1329",0.922
"2013_1276_1332",0.94
"2013_1276_1334",0.872
"2013_1276_1338",0.864
"2013_1276_1355",0.924
"2013_1276_1361",0.842
"2013_1276_1380",0.878
"2013_1276_1387",0.842
"2013_1276_1388",0.798
"2013_1276_1393",0.896
"2013_1276_1396",0.914
"2013_1276_1417",0.89
"2013_1276_1424",0.928
"2013_1276_1433",0.898
"2013_1276_1434",0.868
"2013_1276_1437",0.866
"2013_1276_1443",0.878
"2013_1276_1455",0.9
"2013_1276_1458",0.878
"2013_1277_1278",0.63
"2013_1277_1279",0.704
"2013_1277_1281",0.562
"2013_1277_1285",0.796
"2013_1277_1292",0.69
"2013_1277_1299",0.658
"2013_1277_1301",0.614
"2013_1277_1307",0.506
"2013_1277_1308",0.682
"2013_1277_1314",0.668
"2013_1277_1322",0.746
"2013_1277_1323",0.678
"2013_1277_1326",0.58
"2013_1277_1328",0.658
"2013_1277_1329",0.626
"2013_1277_1332",0.652
"2013_1277_1334",0.632
"2013_1277_1338",0.562
"2013_1277_1355",0.678
"2013_1277_1361",0.684
"2013_1277_1380",0.67
"2013_1277_1387",0.614
"2013_1277_1388",0.576
"2013_1277_1393",0.404
"2013_1277_1396",0.67
"2013_1277_1417",0.686
"2013_1277_1424",0.616
"2013_1277_1433",0.56
"2013_1277_1434",0.864
"2013_1277_1437",0.686
"2013_1277_1443",0.666
"2013_1277_1455",0.568
"2013_1277_1458",0.6
"2013_1278_1279",0.654
"2013_1278_1281",0.556
"2013_1278_1285",0.622
"2013_1278_1292",0.528
"2013_1278_1299",0.47
"2013_1278_1301",0.556
"2013_1278_1307",0.41
"2013_1278_1308",0.512
"2013_1278_1314",0.64
"2013_1278_1322",0.542
"2013_1278_1323",0.702
"2013_1278_1326",0.408
"2013_1278_1328",0.548
"2013_1278_1329",0.616
"2013_1278_1332",0.544
"2013_1278_1334",0.534
"2013_1278_1338",0.53
"2013_1278_1355",0.666
"2013_1278_1361",0.648
"2013_1278_1380",0.55
"2013_1278_1387",0.446
"2013_1278_1388",0.452
"2013_1278_1393",0.412
"2013_1278_1396",0.622
"2013_1278_1417",0.804
"2013_1278_1424",0.554
"2013_1278_1433",0.514
"2013_1278_1434",0.616
"2013_1278_1437",0.534
"2013_1278_1443",0.504
"2013_1278_1455",0.5
"2013_1278_1458",0.668
"2013_1279_1281",0.62
"2013_1279_1285",0.65
"2013_1279_1292",0.632
"2013_1279_1299",0.648
"2013_1279_1301",0.608
"2013_1279_1307",0.466
"2013_1279_1308",0.7
"2013_1279_1314",0.678
"2013_1279_1322",0.716
"2013_1279_1323",0.604
"2013_1279_1326",0.452
"2013_1279_1328",0.57
"2013_1279_1329",0.622
"2013_1279_1332",0.59
"2013_1279_1334",0.63
"2013_1279_1338",0.56
"2013_1279_1355",0.63
"2013_1279_1361",0.626
"2013_1279_1380",0.686
"2013_1279_1387",0.498
"2013_1279_1388",0.498
"2013_1279_1393",0.496
"2013_1279_1396",0.678
"2013_1279_1417",0.742
"2013_1279_1424",0.654
"2013_1279_1433",0.486
"2013_1279_1434",0.712
"2013_1279_1437",0.728
"2013_1279_1443",0.694
"2013_1279_1455",0.496
"2013_1279_1458",0.828
"2013_1281_1285",0.448
"2013_1281_1292",0.36
"2013_1281_1299",0.376
"2013_1281_1301",0.36
"2013_1281_1307",0.222
"2013_1281_1308",0.42
"2013_1281_1314",0.396
"2013_1281_1322",0.454
"2013_1281_1323",0.498
"2013_1281_1326",0.152
"2013_1281_1328",0.398
"2013_1281_1329",0.356
"2013_1281_1332",0.284
"2013_1281_1334",0.388
"2013_1281_1338",0.274
"2013_1281_1355",0.39
"2013_1281_1361",0.476
"2013_1281_1380",0.426
"2013_1281_1387",0.208
"2013_1281_1388",0.272
"2013_1281_1393",0.15
"2013_1281_1396",0.35
"2013_1281_1417",0.538
"2013_1281_1424",0.316
"2013_1281_1433",0.252
"2013_1281_1434",0.476
"2013_1281_1437",0.46
"2013_1281_1443",0.4
"2013_1281_1455",0.168
"2013_1281_1458",0.49
"2013_1285_1292",0.382
"2013_1285_1299",0.418
"2013_1285_1301",0.34
"2013_1285_1307",0.19
"2013_1285_1308",0.426
"2013_1285_1314",0.484
"2013_1285_1322",0.45
"2013_1285_1323",0.382
"2013_1285_1326",0.158
"2013_1285_1328",0.412
"2013_1285_1329",0.29
"2013_1285_1332",0.362
"2013_1285_1334",0.4
"2013_1285_1338",0.314
"2013_1285_1355",0.42
"2013_1285_1361",0.512
"2013_1285_1380",0.444
"2013_1285_1387",0.198
"2013_1285_1388",0.29
"2013_1285_1393",0.098
"2013_1285_1396",0.412
"2013_1285_1417",0.5
"2013_1285_1424",0.286
"2013_1285_1433",0.246
"2013_1285_1434",0.468
"2013_1285_1437",0.486
"2013_1285_1443",0.452
"2013_1285_1455",0.246
"2013_1285_1458",0.434
"2013_1292_1299",0.55
"2013_1292_1301",0.392
"2013_1292_1307",0.334
"2013_1292_1308",0.562
"2013_1292_1314",0.45
"2013_1292_1322",0.542
"2013_1292_1323",0.398
"2013_1292_1326",0.33
"2013_1292_1328",0.472
"2013_1292_1329",0.446
"2013_1292_1332",0.484
"2013_1292_1334",0.438
"2013_1292_1338",0.396
"2013_1292_1355",0.45
"2013_1292_1361",0.56
"2013_1292_1380",0.502
"2013_1292_1387",0.348
"2013_1292_1388",0.206
"2013_1292_1393",0.4
"2013_1292_1396",0.512
"2013_1292_1417",0.524
"2013_1292_1424",0.474
"2013_1292_1433",0.26
"2013_1292_1434",0.482
"2013_1292_1437",0.62
"2013_1292_1443",0.606
"2013_1292_1455",0.368
"2013_1292_1458",0.494
"2013_1299_1301",0.476
"2013_1299_1307",0.204
"2013_1299_1308",0.326
"2013_1299_1314",0.474
"2013_1299_1322",0.388
"2013_1299_1323",0.506
"2013_1299_1326",0.212
"2013_1299_1328",0.424
"2013_1299_1329",0.488
"2013_1299_1332",0.37
"2013_1299_1334",0.418
"2013_1299_1338",0.4
"2013_1299_1355",0.518
"2013_1299_1361",0.51
"2013_1299_1380",0.41
"2013_1299_1387",0.234
"2013_1299_1388",0.328
"2013_1299_1393",0.236
"2013_1299_1396",0.476
"2013_1299_1417",0.564
"2013_1299_1424",0.394
"2013_1299_1433",0.304
"2013_1299_1434",0.51
"2013_1299_1437",0.362
"2013_1299_1443",0.32
"2013_1299_1455",0.322
"2013_1299_1458",0.496
"2013_1301_1307",0.24
"2013_1301_1308",0.462
"2013_1301_1314",0.31
"2013_1301_1322",0.47
"2013_1301_1323",0.498
"2013_1301_1326",0.13
"2013_1301_1328",0.368
"2013_1301_1329",0.328
"2013_1301_1332",0.274
"2013_1301_1334",0.406
"2013_1301_1338",0.31
"2013_1301_1355",0.372
"2013_1301_1361",0.424
"2013_1301_1380",0.382
"2013_1301_1387",0.24
"2013_1301_1388",0.342
"2013_1301_1393",0.148
"2013_1301_1396",0.174
"2013_1301_1417",0.404
"2013_1301_1424",0.308
"2013_1301_1433",0.23
"2013_1301_1434",0.52
"2013_1301_1437",0.506
"2013_1301_1443",0.432
"2013_1301_1455",0.18
"2013_1301_1458",0.42
"2013_1307_1308",0.806
"2013_1307_1314",0.756
"2013_1307_1322",0.834
"2013_1307_1323",0.724
"2013_1307_1326",0.63
"2013_1307_1328",0.73
"2013_1307_1329",0.74
"2013_1307_1332",0.79
"2013_1307_1334",0.736
"2013_1307_1338",0.738
"2013_1307_1355",0.736
"2013_1307_1361",0.752
"2013_1307_1380",0.76
"2013_1307_1387",0.684
"2013_1307_1388",0.71
"2013_1307_1393",0.728
"2013_1307_1396",0.758
"2013_1307_1417",0.728
"2013_1307_1424",0.77
"2013_1307_1433",0.684
"2013_1307_1434",0.776
"2013_1307_1437",0.78
"2013_1307_1443",0.786
"2013_1307_1455",0.748
"2013_1307_1458",0.74
"2013_1308_1314",0.428
"2013_1308_1322",0.434
"2013_1308_1323",0.48
"2013_1308_1326",0.132
"2013_1308_1328",0.448
"2013_1308_1329",0.368
"2013_1308_1332",0.374
"2013_1308_1334",0.398
"2013_1308_1338",0.322
"2013_1308_1355",0.466
"2013_1308_1361",0.576
"2013_1308_1380",0.444
"2013_1308_1387",0.16
"2013_1308_1388",0.224
"2013_1308_1393",0.156
"2013_1308_1396",0.418
"2013_1308_1417",0.546
"2013_1308_1424",0.336
